                                                                  3731 1451  177
  MT= 61 (n,n') reaction                                          3731 1451  178
    Neutron angular distributions calculated with POD/3/.         3731 1451  179
                                                                  3731 1451  180
  MT= 62 (n,n') reaction                                          3731 1451  181
    Neutron angular distributions calculated with POD/3/.         3731 1451  182
                                                                  3731 1451  183
  MT= 63 (n,n') reaction                                          3731 1451  184
    Neutron angular distributions calculated with POD/3/.         3731 1451  185
                                                                  3731 1451  186
  MT= 64 (n,n') reaction                                          3731 1451  187
    Neutron angular distributions calculated with POD/3/.         3731 1451  188
                                                                  3731 1451  189
  MT= 65 (n,n') reaction                                          3731 1451  190
    Neutron angular distributions calculated with POD/3/.         3731 1451  191
                                                                  3731 1451  192
  MT= 66 (n,n') reaction                                          3731 1451  193
    Neutron angular distributions calculated with POD/3/.         3731 1451  194
                                                                  3731 1451  195
  MT= 91 (n,n') reaction                                          3731 1451  196
    Neutron spectra calculated with POD/3/.                       3731 1451  197
                                                                  3731 1451  198
  MT= 203 (n,xp) reaction                                         3731 1451  199
    Proton spectra calculated with POD/3/.                        3731 1451  200
                                                                  3731 1451  201
  MT= 204 (n,xd) reaction                                         3731 1451  202
    Deuteron spectra calculated with POD/3/.                      3731 1451  203
                                                                  3731 1451  204
  MT= 205 (n,xt) reaction                                         3731 1451  205
    Triton spectra calculated with POD/3/.                        3731 1451  206
                                                                  3731 1451  207
  MT= 206 (n,xHe3) reaction                                       3731 1451  208
    He3 spectra calculated with POD/3/.                           3731 1451  209
                                                                  3731 1451  210
  MT= 207 (n,xa) reaction                                         3731 1451  211
    Alpha spectra calculated with POD/3/.                         3731 1451  212
                                                                  3731 1451  213
MF=12 Gamma-ray multiplicities                                    3731 1451  214
  MT=  3 Non-elastic gamma emission                               3731 1451  215
    Calculated with POD code /3/.                                 3731 1451  216
                                                                  3731 1451  217
MF=14 Gamma-ray angular distributions                             3731 1451  218
  MT=  3 Non-elastic gamma emission                               3731 1451  219
    Assumed to be isotropic.                                      3731 1451  220
                                                                  3731 1451  221
MF=15 Gamma-ray spectra                                           3731 1451  222
  MT=  3 Non-elastic gamma emission                               3731 1451  223
    Calculated with POD code /3/.                                 3731 1451  224
                                                                  3731 1451  225
<Appendix>                                                        3731 1451  226
                                                                  3731 1451  227
***************************************************************   3731 1451  228
*        Nuclear Model Calculations with POD Code /3/         *   3731 1451  229
***************************************************************   3731 1451  230
1. Theoretical models                                             3731 1451  231
 The POD code is based on the spherical optical model, the        3731 1451  232
distorted-wave Born approximaiton (DWBA), one-component exciton   3731 1451  233
preequilibrium model, and the Hauser-Feshbach-Moldauer statis-    3731 1451  234
tical model.  With the preequilibrim model, semi-empirical        3731 1451  235
pickup and knockout process can be taken into account for         3731 1451  236
composite-particle emission.  The gamma-ray emission from the     3731 1451  237
compound nucleus can be calculated within the framework of the    3731 1451  238
exciton model.  The code is capable of reading in particle        3731 1451  239
transmission coefficients calculated by separate spherical or     3731 1451  240
coupled-channel optical model code.                               3731 1451  241
                                                                  3731 1451  242
2. Optical model parameters                                       3731 1451  243
Neutrons:                                                         3731 1451  244
  Coupled-channel optical model parameters /4/                    3731 1451  245
Protons:                                                          3731 1451  246
  Koning and Delaroche /5/                                        3731 1451  247
Deuterons:                                                        3731 1451  248
  Lohr and Haeberli /6/                                           3731 1451  249
Tritons:                                                          3731 1451  250
  Becchetti and Greenlees /7/                                     3731 1451  251
He-3:                                                             3731 1451  252
  Becchetti and Greenlees /7/                                     3731 1451  253
Alphas:                                                           3731 1451  254
  Lemos /8/ potentials modified by Arthur and Young /9/           3731 1451  255
                                                                  3731 1451  256
3. Level scheme of Rb- 87                                         3731 1451  257
  -------------------------                                       3731 1451  258
   No.   Ex(MeV)     J  PI                                        3731 1451  259
  -------------------------                                       3731 1451  260
    0    0.00000    3/2  -                                        3731 1451  261
    1    0.40259    5/2  -                                        3731 1451  262
    2    0.84544    1/2  -                                        3731 1451  263
    3    1.34938    7/2  +                                        3731 1451  264
    4    1.38982    3/2  -                                        3731 1451  265
    5    1.46300    1/2  -                                        3731 1451  266
    6    1.57801    3/2  -                                        3731 1451  267
    7    1.57810    9/2  +                                        3731 1451  268
    8    1.74058    5/2  -                                        3731 1451  269
    9    1.89300    1/2  -                                        3731 1451  270
   10    1.95000    3/2  +                                        3731 1451  271
   11    2.01300    5/2  -                                        3731 1451  272
   12    2.28400    3/2  -                                        3731 1451  273
   13    2.37841    5/2  +                                        3731 1451  274
   14    2.37900    3/2  +                                        3731 1451  275
   15    2.39700    1/2  -                                        3731 1451  276
   16    2.41446    3/2  -                                        3731 1451  277
  -------------------------                                       3731 1451  278
  Levels above  2.42446 MeV are assumed to be continuous.         3731 1451  279
                                                                  3731 1451  280
4. Level density parameters                                       3731 1451  281
 Energy-dependent parameters of Mengoni-Nakajima /10/ were used   3731 1451  282
  ----------------------------------------------------------      3731 1451  283
  Nuclei    a*    Pair    Esh     T     E0    Ematch Elv_max      3731 1451  284
          1/MeV   MeV     MeV    MeV    MeV    MeV    MeV         3731 1451  285
  ----------------------------------------------------------      3731 1451  286
  Rb- 88  10.406  0.000 -0.431  0.771 -0.492  3.809  1.916        3731 1451  287
  Rb- 87  10.932  1.287 -0.777  0.871 -0.070  6.722  2.414        3731 1451  288
  Rb- 86   9.932  0.000  0.007  0.898 -1.348  5.547  1.738        3731 1451  289
  Rb- 85  10.720  1.302  1.529  0.855 -0.855  7.650  2.088        3731 1451  290
  Kr- 87  12.111  1.287 -0.112  0.649  0.793  4.518  3.172        3731 1451  291
  Kr- 86  11.310  2.588 -0.507  0.715  2.085  6.130  3.575        3731 1451  292
  Kr- 85  11.890  1.302  0.718  0.695  0.285  5.433  2.637        3731 1451  293
  Br- 85  10.720  1.302 -0.138  0.819  0.183  6.155  1.944        3731 1451  294
  Br- 84  11.060  0.000  0.608  0.898 -2.409  6.862  0.408        3731 1451  295
  Br- 83  10.507  1.317  1.382  0.813 -0.276  6.734  2.134        3731 1451  296
  ----------------------------------------------------------      3731 1451  297
                                                                  3731 1451  298
5. Gamma-ray strength functions                                   3731 1451  299
   M1, E2: Standard Lorentzian (SLO)                              3731 1451  300
   E1    : Generalized Lorentzian (GLO) /11/                      3731 1451  301
                                                                  3731 1451  302
6. Preequilibrium process                                         3731 1451  303
   Preequilibrium is on for n, p, d, t, He-3, and alpha.          3731 1451  304
   Preequilibrium capture is on.                                  3731 1451  305
                                                                  3731 1451  306
References                                                        3731 1451  307
 1) M.Ohkubo et al, J. Nucl. Sci. Tech. 21, 254 (1984).           3731 1451  308
 2) S.F.Mughabghab et al., "Neutron Cross Sections, Vol. I,       3731 1451  309
    Part A", Academic Press (1981).                               3731 1451  310
 3) A.Ichihara et al., JAEA-Data/Code 2007-012 (2007).            3731 1451  311
 4) S.Kunieda et al., J. Nucl. Sci. Technol. 44, 838 (2007).      3731 1451  312
 5) A.J.Koning, J.P.Delaroche, Nucl. Phys. A713, 231 (2003).      3731 1451  313
 6) J.M.Lohr, W.Haeberli, Nucl. Phys. A232, 381 (1974).           3731 1451  314
 7) F.D.Becchetti,Jr., G.W.Greenlees, "Polarization               3731 1451  315
    Phenomena in Nuclear Reactions," p.682, The University        3731 1451  316
    of Wisconsin Press (1971).                                    3731 1451  317
 8) O.F.Lemos, Orsay Report, Series A, No.136 (1972).             3731 1451  318
 9) E.D.Arthur, P.G.Young, LA-8626-MS (1980).                     3731 1451  319
10) A.Mengoni, Y.Nakajima, J. Nucl. Sci. Technol. 31, 151         3731 1451  320
    (1994).                                                       3731 1451  321
11) J.Kopecky, M.Uhl, Nucl. Sci. Eng. 41, 1941 (1990).            3731 1451  322
                                                                  3731 1451  323
                                1        451        393          13731 1451  324
                                2        151        272          13731 1451  325
                                3          1         29          13731 1451  326
                                3          2         29          13731 1451  327
                                3          3         29          13731 1451  328
                                3          4         21          13731 1451  329
                                3         16          7          13731 1451  330
                                3         17          4          13731 1451  331
                                3         22          6          13731 1451  332
                                3         28          8          13731 1451  333
                                3         32          5          13731 1451  334
                                3         51         15          13731 1451  335
                                3         52         14          13731 1451  336
                                3         53         13          13731 1451  337
                                3         54         13          13731 1451  338
                                3         55         13          13731 1451  339
                                3         56         13          13731 1451  340
                                3         57         13          13731 1451  341
                                3         58         13          13731 1451  342
                                3         59         13          13731 1451  343
                                3         60         13          13731 1451  344
                                3         61         13          13731 1451  345
                                3         62         13          13731 1451  346
                                3         63         13          13731 1451  347
                                3         64         13          13731 1451  348
                                3         65         13          13731 1451  349
                                3         66         13          13731 1451  350
                                3         91         13          13731 1451  351
                                3        102         20          13731 1451  352
                                3        103         11          13731 1451  353
                                3        104          9          13731 1451  354
                                3        105          7          13731 1451  355
                                3        106          5          13731 1451  356
                                3        107         10          13731 1451  357
                                3        203         11          13731 1451  358
                                3        204          9          13731 1451  359
                                3        205          7          13731 1451  360
                                3        206          5          13731 1451  361
                                3        207         10          13731 1451  362
                                4          2        283          13731 1451  363
                                6         16        194          13731 1451  364
                                6         17         18          13731 1451  365
                                6         22         89          13731 1451  366
                                6         28        180          13731 1451  367
                                6         32         25          13731 1451  368
                                6         51        163          13731 1451  369
                                6         52         85          13731 1451  370
                                6         53         77          13731 1451  371
                                6         54         81          13731 1451  372
                                6         55         80          13731 1451  373
                                6         56         78          13731 1451  374
                                6         57         76          13731 1451  375
                                6         58         75          13731 1451  376
                                6         59         76          13731 1451  377
                                6         60         76          13731 1451  378
                                6         61         73          13731 1451  379
                                6         62         74          13731 1451  380
                                6         63         68          13731 1451  381
                                6         64         73          13731 1451  382
                                6         65         72          13731 1451  383
                                6         66         74          13731 1451  384
                                6         91        610          13731 1451  385
                                6        203        412          13731 1451  386
                                6        204        248          13731 1451  387
                                6        205        119          13731 1451  388
                                6        206         28          13731 1451  389
                                6        207        303          13731 1451  390
                               12          3         29          13731 1451  391
                               14          3          1          13731 1451  392
                               15          3       1470          13731 1451  393
                                                                  3731 1  099999
                                                                  3731 0  0    0
 3.708700+4 8.616259+1          0          0          1          03731 2151    1
 3.708700+4 1.000000+0          0          0          2          03731 2151    2
 1.000000-5 1.246000+4          1          2          0          03731 2151    3
 1.500000+0 7.100000-1          0          0          2          03731 2151    4
 8.616259+1 0.000000+0          0          0        168         283731 2151    5
 3.769000+2 2.000000+0 9.553300-1 8.400000-1 1.153300-1 0.000000+03731 2151    6
 3.823300+3 2.000000+0 2.283500+1 2.272000+1 1.150000-1 0.000000+03731 2151    7
 5.115000+3 1.000000+0 6.144830+1 6.133330+1 1.150000-1 0.000000+03731 2151    8
 7.344000+3 2.000000+0 6.035000+0 5.920000+0 1.150000-1 0.000000+03731 2151    9
 7.560000+3 1.000000+0 1.294480+2 1.293330+2 1.150000-1 0.000000+03731 2151   10
 8.768000+3 2.000000+0 1.721150+2 1.720000+2 1.150000-1 0.000000+03731 2151   11
 9.840000+3 2.000000+0 1.859000+0 1.744000+0 1.150000-1 0.000000+03731 2151   12
 1.034600+4 2.000000+0 8.350000-1 7.200000-1 1.150000-1 0.000000+03731 2151   13
 1.106000+4 2.000000+0 1.947500+1 1.936000+1 1.150000-1 0.000000+03731 2151   14
 1.386500+4 2.000000+0 6.915000+0 6.800000+0 1.150000-1 0.000000+03731 2151   15
 1.851000+4 2.000000+0 1.643500+1 1.632000+1 1.150000-1 0.000000+03731 2151   16
 2.196000+4 2.000000+0 1.243500+1 1.232000+1 1.150000-1 0.000000+03731 2151   17
 2.313000+4 1.000000+0 1.094150+2 1.093000+2 1.150000-1 0.000000+03731 2151   18
 2.354600+4 1.000000+0 1.118500+1 1.107000+1 1.150000-1 0.000000+03731 2151   19
 2.386000+4 2.000000+0 1.041150+2 1.040000+2 1.150000-1 0.000000+03731 2151   20
 2.633500+4 2.000000+0 9.475000+0 9.360000+0 1.150000-1 0.000000+03731 2151   21
 2.828500+4 2.000000+0 4.995000+0 4.880000+0 1.150000-1 0.000000+03731 2151   22
 2.841000+4 1.000000+0 3.198500+1 3.187000+1 1.150000-1 0.000000+03731 2151   23
 2.983000+4 2.000000+0 6.571500+1 6.560000+1 1.150000-1 0.000000+03731 2151   24
 2.993300+4 2.000000+0 1.675500+1 1.664000+1 1.150000-1 0.000000+03731 2151   25
 3.157600+4 2.000000+0 1.459500+1 1.448000+1 1.150000-1 0.000000+03731 2151   26
 3.348300+4 1.000000+0 6.944500+1 6.933000+1 1.150000-1 0.000000+03731 2151   27
 3.721600+4 2.000000+0 9.451500+1 9.440000+1 1.150000-1 0.000000+03731 2151   28
 4.112500+4 1.000000+0 1.054150+2 1.053000+2 1.150000-1 0.000000+03731 2151   29
 4.196000+4 2.000000+0 1.393150+2 1.392000+2 1.150000-1 0.000000+03731 2151   30
 4.315000+4 2.000000+0 5.851500+1 5.840000+1 1.150000-1 0.000000+03731 2151   31
 4.710000+4 1.000000+0 5.468150+2 5.467000+2 1.150000-1 0.000000+03731 2151   32
 4.862600+4 1.000000+0 4.678500+1 4.667000+1 1.150000-1 0.000000+03731 2151   33
 8.616259+1 0.000000+0          1          0         12          23731 2151   34
 2.671000+2 2.000000+0 1.356400-1 2.064000-2 1.150000-1 0.000000+03731 2151   35
 8.690000+2 3.000000+0 1.214000-1 6.400000-3 1.150000-1 0.000000+03731 2151   36
 1.246000+4 1.000000+6          2          2          0          03731 2151   37
 1.500000+0 6.540200-1          1          0          3          03731 2151   38
 8.616259+1 0.000000+0          0          0          2          03731 2151   39
 1.000000+0 0.000000+0          5          0        120         193731 2151   40
 0.000000+0 0.000000+0 2.000000+0 1.000000+0 0.000000+0 0.000000+03731 2151   41
 1.246000+4 5.413300+3 0.000000+0 6.441900-1 1.700000-1 0.000000+03731 2151   42
 2.000000+4 5.413300+3 0.000000+0 6.441900-1 1.700000-1 0.000000+03731 2151   43
 3.000000+4 5.413300+3 0.000000+0 6.441900-1 1.700000-1 0.000000+03731 2151   44
 4.000000+4 5.413300+3 0.000000+0 6.441900-1 1.700000-1 0.000000+03731 2151   45
 5.000000+4 5.413300+3 0.000000+0 6.441900-1 1.700000-1 0.000000+03731 2151   46
 6.000000+4 5.413300+3 0.000000+0 6.441900-1 1.700000-1 0.000000+03731 2151   47
 7.000000+4 5.413300+3 0.000000+0 6.441900-1 1.700000-1 0.000000+03731 2151   48
 8.000000+4 5.413300+3 0.000000+0 6.441900-1 1.700000-1 0.000000+03731 2151   49
 9.000000+4 5.413300+3 0.000000+0 6.441900-1 1.700000-1 0.000000+03731 2151   50
 1.000000+5 5.413300+3 0.000000+0 6.441900-1 1.700000-1 0.000000+03731 2151   51
 2.000000+5 4.408200+3 0.000000+0 5.245800-1 1.700000-1 0.000000+03731 2151   52
 3.000000+5 3.632100+3 0.000000+0 4.322200-1 1.700000-1 0.000000+03731 2151   53
 4.000000+5 3.069400+3 0.000000+0 3.652500-1 1.700000-1 0.000000+03731 2151   54
 5.000000+5 2.064700+3 2.994700+1 2.457000-1 1.700000-1 0.000000+03731 2151   55
 6.000000+5 1.743700+3 6.551900+1 2.075000-1 1.700000-1 0.000000+03731 2151   56
 7.000000+5 1.624000+3 1.006000+2 1.932600-1 1.700000-1 0.000000+03731 2151   57
 8.000000+5 1.624000+3 1.396700+2 1.932600-1 1.700000-1 0.000000+03731 2151   58
 9.000000+5 1.624000+3 1.944600+2 1.932600-1 1.700000-1 0.000000+03731 2151   59
 1.000000+6 1.624000+3 2.984300+2 1.932600-1 1.700000-1 0.000000+03731 2151   60
 2.000000+0 0.000000+0          5          0        120         193731 2151   61
 0.000000+0 0.000000+0 2.000000+0 1.000000+0 0.000000+0 0.000000+03731 2151   62
 1.246000+4 3.248000+3 0.000000+0 3.865100-1 1.700000-1 0.000000+03731 2151   63
 2.000000+4 3.248000+3 0.000000+0 3.865100-1 1.700000-1 0.000000+03731 2151   64
 3.000000+4 3.248000+3 0.000000+0 3.865100-1 1.700000-1 0.000000+03731 2151   65
 4.000000+4 3.248000+3 0.000000+0 3.865100-1 1.700000-1 0.000000+03731 2151   66
 5.000000+4 3.248000+3 0.000000+0 3.865100-1 1.700000-1 0.000000+03731 2151   67
 6.000000+4 3.248000+3 0.000000+0 3.865100-1 1.700000-1 0.000000+03731 2151   68
 7.000000+4 3.248000+3 0.000000+0 3.865100-1 1.700000-1 0.000000+03731 2151   69
 8.000000+4 3.248000+3 0.000000+0 3.865100-1 1.700000-1 0.000000+03731 2151   70
 9.000000+4 3.248000+3 0.000000+0 3.865100-1 1.700000-1 0.000000+03731 2151   71
 1.000000+5 3.248000+3 0.000000+0 3.865100-1 1.700000-1 0.000000+03731 2151   72
 2.000000+5 2.644900+3 0.000000+0 3.147500-1 1.700000-1 0.000000+03731 2151   73
 3.000000+5 2.179300+3 0.000000+0 2.593300-1 1.700000-1 0.000000+03731 2151   74
 4.000000+5 1.841600+3 0.000000+0 2.191500-1 1.700000-1 0.000000+03731 2151   75
 5.000000+5 1.238800+3 3.593600+1 1.474200-1 1.700000-1 0.000000+03731 2151   76
 6.000000+5 1.046200+3 7.862300+1 1.245000-1 1.700000-1 0.000000+03731 2151   77
 7.000000+5 9.744000+2 1.207200+2 1.159500-1 1.700000-1 0.000000+03731 2151   78
 8.000000+5 9.744000+2 1.676100+2 1.159500-1 1.700000-1 0.000000+03731 2151   79
 9.000000+5 9.744000+2 2.179800+2 1.159500-1 1.700000-1 0.000000+03731 2151   80
 1.000000+6 9.744000+2 2.816600+2 1.159500-1 1.700000-1 0.000000+03731 2151   81
 8.616259+1 0.000000+0          1          0          4          03731 2151   82
 0.000000+0 0.000000+0          5          0        120         193731 2151   83
 0.000000+0 0.000000+0 1.000000+0 1.000000+0 0.000000+0 0.000000+03731 2151   84
 1.246000+4 1.624000+4 0.000000+0 5.326700+0 1.920000-1 0.000000+03731 2151   85
 2.000000+4 1.624000+4 0.000000+0 5.326700+0 1.920000-1 0.000000+03731 2151   86
 3.000000+4 1.624000+4 0.000000+0 5.326700+0 1.920000-1 0.000000+03731 2151   87
 4.000000+4 1.624000+4 0.000000+0 5.326700+0 1.920000-1 0.000000+03731 2151   88
 5.000000+4 1.624000+4 0.000000+0 5.326700+0 1.920000-1 0.000000+03731 2151   89
 6.000000+4 1.624000+4 0.000000+0 5.326700+0 1.920000-1 0.000000+03731 2151   90
 7.000000+4 1.624000+4 0.000000+0 5.326700+0 1.920000-1 0.000000+03731 2151   91
 8.000000+4 1.624000+4 0.000000+0 5.326700+0 1.920000-1 0.000000+03731 2151   92
 9.000000+4 1.624000+4 0.000000+0 5.326700+0 1.920000-1 0.000000+03731 2151   93
 1.000000+5 1.624000+4 0.000000+0 5.326700+0 1.920000-1 0.000000+03731 2151   94
 2.000000+5 1.322500+4 0.000000+0 4.337700+0 1.920000-1 0.000000+03731 2151   95
 3.000000+5 1.089600+4 0.000000+0 3.574000+0 1.920000-1 0.000000+03731 2151   96
 4.000000+5 9.208100+3 0.000000+0 3.020200+0 1.920000-1 0.000000+03731 2151   97
 5.000000+5 6.194100+3 6.848200-1 2.031600+0 1.920000-1 0.000000+03731 2151   98
 6.000000+5 5.231200+3 3.373300+0 1.715800+0 1.920000-1 0.000000+03731 2151   99
 7.000000+5 4.872000+3 8.347700+0 1.598000+0 1.920000-1 0.000000+03731 2151  100
 8.000000+5 4.872000+3 1.624100+1 1.598000+0 1.920000-1 0.000000+03731 2151  101
 9.000000+5 4.872000+3 1.493400+2 1.598000+0 1.920000-1 0.000000+03731 2151  102
 1.000000+6 4.872000+3 2.600700+2 1.598000+0 1.920000-1 0.000000+03731 2151  103
